"","influenza_mar"
"1037",0.000217247578612356
"1038",5.39340147825186e-05
"1039",0.000215997534928504
"1040",0.000161984997938853
"1041",0.00065003800818359
"1042",0.000271112909816054
"1043",5.39340147825144e-05
"1044",0.000215997534928506
"1045",0.000107793587525676
"1046",0.000162294367746855
"1047",0.000108178703323559
"1048",0.000161851769275109
"1049",5.39340147825155e-05
"1050",0.000107793587525674
"1051",5.39340147825111e-05
"1052",0.000217159979183471
"1053",0.000108095346761166
"1054",0.000108095346761167
"1055",0.000271144689103625
"1056",5.39340147825226e-05
"1057",0.000108224406317575
"1058",0.000162332028646567
"1059",5.39340147825203e-05
"1060",0.000108391025537186
"1061",0.000162018611897742
"1062",0.000597307718991147
"1063",0.000215997534928515
"1064",0.000325401366562136
"1065",0.000270533635954401
"1066",0.000271007357662062
"1067",5.39340147825207e-05
"1068",0.000325876810850102
"1069",0.000108178703323555
"1070",0.000162362017718423
"1071",5.39340147825134e-05
"1072",0.000108135089538162
"1073",0.000108135089538167
"1074",0.000108245256720857
"1075",0.000108135089538169
"1076",0.000161980278195678
"1077",0.000108135089538165
"1078",0.00010826986165477
"1079",0.000162625767895669
"1080",5.39983743291115e-05
"1081",0.00010845548346716
"1082",0.000108245256720857
"1083",5.39983743291159e-05
"1084",5.39983743291195e-05
"1085",0.000108135089538164
"1086",0.000108227881672975
"1087",0.000108135089538166
"1088",5.39983743291213e-05
"1089",0.000325578340575792
"1090",0.000108135089538166
"1091",0.000162723428664125
"1092",0.000323957800585066
"1093",0.000162336040239446
"1094",5.39983743291245e-05
"1095",0.000108135089538166
"1096",0.000108438167310274
"1097",5.4215968587506e-05
"1098",5.42159685875087e-05
"1099",0.000325731230331372
"1100",0.000108580874075892
"1101",0.000379059380602526
